trip_duration_days,miles_traveled,total_receipts_amount,miles_per_day,receipts_per_day,log_receipts,sqrt_miles,is_5day,is_long_trip,is_sweet_spot,is_receipts_over_800,is_receipts_under_50,is_rpd_under_20,is_efficient_miles,is_modest_short,is_modest_med,is_modest_long,is_vacation_penalty,is_miles_tier1,is_miles_tier2,is_cents_49,is_cents_99,days_x_miles,days_x_receipts,miles_x_receipts,miles_sq,receipts_sq,expected_output
11,741.0,1872.39,67.36363023966999,170.21725725297662,7.535504902872452,27.2213151776324,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,8151.0,20596.29,1387440.99,549081.0,3505844.3121,1847.08
14,807.0,2358.41,57.642853025510504,168.45784511015393,7.766166866764446,28.407745422683583,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,11298.0,33017.74,1903236.8699999999,651249.0,5562097.728099999,1819.41
5,873.0,1584.53,174.59996508000697,316.9059366188127,7.3686740152752686,29.546573405388315,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4365.0,7922.65,1383294.69,762129.0,2510735.3208999997,1796.7
3,1159.0,2209.44,386.33320455559846,736.4797545067485,7.700946869717639,34.044089061098404,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3477.0,6628.32,2560740.96,1343281.0,4881625.1136,1434.84
11,920.0,1338.65,83.63635603305855,121.69544348223242,7.200163664798005,30.331501776206203,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,10120.0,14725.150000000001,1231558.0,846400.0,1791983.8225000002,1871.27
1,388.0,390.7,387.999612000388,390.6996093003907,5.970496240671785,19.697715603592208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388.0,390.7,151591.6,150544.0,152646.49,332.06
9,576.0,1059.79,63.999992888889686,117.75443136061874,6.966769192539503,24.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,5184.0,9538.11,610439.04,331776.0,1123154.8440999999,1547.5
9,524.0,2367.12,58.22221575308714,263.0133041096329,7.769851670395603,22.891046284519195,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4716.0,21304.079999999998,1240370.88,274576.0,5603257.0944,1640.78
10,459.0,2183.11,45.899995410000464,218.3109781689022,7.688963701896823,21.42428528562855,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4590.0,21831.100000000002,1002047.4900000001,210681.0,4765969.272100001,1559.59
4,725.0,588.9,181.24995468751132,147.22496319375918,6.3799530310090296,26.92582403567252,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2900.0,2355.6,426952.5,525625.0,346803.20999999996,1097.95
1,992.0,958.87,991.999008000992,958.869041130959,6.86679785862555,31.496031496047245,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,992.0,958.87,951199.04,984064.0,919431.6769,1222.41
10,536.0,2194.42,53.59999464000054,219.44197805580222,7.694128651168904,23.15167380558045,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,5360.0,21944.2,1176209.12,287296.0,4815479.1364,1615.13
11,1126.0,1593.03,102.3636270578521,144.8208959253731,7.3740206797502195,33.555923471125034,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,12386.0,17523.329999999998,1793751.78,1267876.0,2537744.5809,2143.74
10,314.0,1098.8,31.399996860000318,109.8799890120011,7.002883624073714,17.72004514666935,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3140.0,10988.0,345023.2,98596.0,1207361.44,1539.1
1,9.0,2246.28,8.999991000009,2246.277753722247,7.7174758750139745,3.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,9.0,2246.28,20216.52,81.0,5045773.838400001,1120.22
11,706.0,1508.23,64.18181234710798,137.11180571710858,7.319354865973692,26.570660511172846,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,7766.0,16590.53,1064810.3800000001,498436.0,2274757.7329,2030.59
10,976.0,2166.02,97.59999024000098,216.60197833980217,7.681108230843099,31.240998703626616,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,9760.0,21660.2,2114035.52,952576.0,4691642.6404,1775.03
5,1028.0,653.19,205.59995888000822,130.63797387240524,6.483397829142147,32.0624390837628,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5140.0,3265.9500000000003,671479.3200000001,1056784.0,426657.1761000001,1313.95
8,1166.0,99.47,145.7499817812523,12.433748445781445,4.609859175474223,34.14674215792775,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,9328.0,795.76,115982.02,1359556.0,9894.2809,1149.07
12,882.0,1958.14,73.49999387500051,163.17831973514004,7.580260880424217,29.698484809834994,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,10584.0,23497.68,1727079.48,777924.0,3834312.2596000005,1944.88
11,448.0,732.79,40.72726902479373,66.61726667115758,6.598222884136855,21.166010488516726,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,4928.0,8060.69,328289.92,200704.0,536981.1841,1090.35
7,623.0,1691.39,88.9999872857161,241.62710833898453,7.433897010059843,24.95996794869737,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4361.0,11839.730000000001,1053735.97,388129.0,2860800.1321000005,1800.86
3,127.0,293.49,42.333319222226926,97.82996739001086,5.685245046657743,11.269427669584644,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,381.0,880.47,37273.23,16129.0,86136.38010000001,303.2
12,218.0,486.02,18.166665152777906,40.50166329152806,6.188305190001139,14.7648230602334,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2616.0,5832.24,105952.36,47524.0,236215.4404,1005.67
3,1166.0,530.44,388.6665371111543,176.8132743955752,6.275590303356986,34.14674215792775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3498.0,1591.3200000000002,618493.04,1359556.0,281366.5936000001,785.59
11,17.0,550.58,1.5454544049586905,50.05272272247976,6.3127868871037185,4.123105625617661,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,187.0,6056.38,9359.86,289.0,303138.33640000003,830.07
9,696.0,1749.97,77.3333247407417,194.44108950654564,7.46792519907226,26.38181191654584,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,6264.0,15749.73,1217979.12,484416.0,3062395.0009,1649.49
4,305.0,125.79,76.24998093750476,31.447492138126965,4.842532174539857,17.46424919657298,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1220.0,503.16,38365.950000000004,93025.0,15823.1241,664.43
12,104.0,1300.05,8.666665944444505,108.33749097187575,7.1709269097494195,10.198039027185569,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1248.0,15600.599999999999,135205.19999999998,10816.0,1690130.0025,1779.92
1,303.0,931.53,302.999697000303,931.5290684709316,6.837901322582246,17.406895185529212,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,303.0,931.53,282253.58999999997,91809.0,867748.1409,857.42
8,1012.0,2390.84,126.499984187502,298.85496264312974,7.779818223201204,31.811947441173732,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,8096.0,19126.72,2419530.08,1024144.0,5716115.905600001,1732.12
9,938.0,2224.29,104.2222106419766,247.14330587296604,7.707642523185854,30.62678566222711,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,8442.0,20018.61,2086384.02,879844.0,4947466.0041,1913.87
3,471.0,288.19,156.9999476666841,96.0633013122329,5.667083911540161,21.702534414210707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1413.0,864.5699999999999,135737.49,221841.0,83053.4761,535.67
5,72.0,977.67,14.399997120000576,195.53396089320782,6.8861945070550465,8.48528137423857,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,360.0,4888.349999999999,70392.23999999999,5184.0,955838.6288999999,1156.55
10,160.0,2272.56,15.99999840000016,227.25597727440228,7.729102163943879,12.649110640673518,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1600.0,22725.6,363609.6,25600.0,5164528.9536,1642.15
10,965.0,1851.28,96.49999035000097,185.12798148720185,7.524172591683353,31.064449134018133,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,9650.0,18512.8,1786485.2,931225.0,3427237.6384,1805.77
3,266.0,2178.16,88.66663711112096,726.0530913156362,7.686694760426967,16.30950643030009,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,798.0,6534.48,579390.5599999999,70756.0,4744380.985599999,1447.95
12,734.0,2491.82,61.16666156944488,207.65164936236258,7.8211698787507915,27.09243436828813,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,8808.0,29901.840000000004,1828995.8800000001,538756.0,6209166.912400001,1792.31
12,64.0,1641.01,5.333332888888926,136.7508219374315,7.403676380127812,8.0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,768.0,19692.12,105024.64,4096.0,2692913.8201,1710.72
9,497.0,1845.08,55.22221608642044,205.008866110126,7.520819751068524,22.293496809607955,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4473.0,16605.72,917004.76,247009.0,3404320.2063999996,1674.09
3,781.0,1801.38,260.3332465555845,600.4597998467334,7.496863292740447,27.94637722496424,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2343.0,5404.14,1406877.78,609961.0,3244969.9044000003,1586.21
3,158.0,1070.74,52.66664911111696,356.91321436226184,6.977038774900383,12.569805089976535,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,474.0,3212.2200000000003,169176.92,24964.0,1146484.1476,1183.16
3,1096.0,200.27,365.3332115555961,66.75664441445186,5.304647290242906,33.1058907144937,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3288.0,600.8100000000001,219495.92,1201216.0,40108.07290000001,802.96
11,1116.0,2067.8,101.45453623140581,187.98180109256356,7.634724008017593,33.406586176980134,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,12276.0,22745.800000000003,2307664.8000000003,1245456.0,4275796.840000001,1987.44
10,831.0,39.86,83.09999169000083,3.98599960140004,3.710151589389476,28.827070610799147,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,8310.0,398.6,33123.659999999996,690561.0,1588.8196,982.64
14,124.0,1064.64,8.857142224489841,76.04570885387795,6.971330836619146,11.135528725660043,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1736.0,14904.960000000001,132015.36000000002,15376.0,1133458.3296000003,1761.68
4,10.0,1262.73,2.499999375000156,315.6824210793947,7.141822944294514,3.1622776601683795,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,40.0,5050.92,12627.3,100.0,1594487.0529,1261.41
5,955.0,106.86,190.99996180000764,21.371995725600854,4.680834089909081,30.903074280724887,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4775.0,534.3,102051.3,912025.0,11419.0596,897.78
7,1176.0,2489.13,167.99997600000341,355.58994920143584,7.820090196931261,34.292856398964496,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8232.0,17423.91,2927216.8800000004,1382976.0,6195768.156900001,1921.16
6,803.0,465.6,133.8333110277815,77.59998706666883,6.1454723595873295,28.337254630609507,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4818.0,2793.6000000000004,373876.80000000005,644809.0,216783.36000000002,1012.0
9,868.0,62.12,96.44443372839626,6.9022214553087275,4.145037676537619,29.46183972531247,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7812.0,559.0799999999999,53920.159999999996,753424.0,3858.8943999999997,1022.81
1,181.0,128.05,180.99981900018102,128.04987195012808,4.860199926164623,13.45362404707371,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,181.0,128.05,23177.050000000003,32761.0,16396.8025,225.12
3,70.0,631.88,23.333325555558147,210.62659645780116,6.450280830713141,8.366600265340756,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,210.0,1895.6399999999999,44231.6,4900.0,399272.3344,564.16
8,1090.0,419.76,136.24998296875214,52.46999344125082,6.042062599871073,33.015148038438355,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8720.0,3358.08,457538.39999999997,1188100.0,176198.4576,1189.47
14,1184.0,2269.89,84.57142253061268,162.1349884189294,7.727927104120481,34.40930106817051,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,16576.0,31778.46,2687549.76,1401856.0,5152400.6121,1943.24
1,735.0,1676.9,734.999265000735,1676.898323101677,7.425298290495652,27.110883423451916,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,735.0,1676.9,1232521.5,540225.0,2811993.6100000003,1365.21
2,547.0,119.09,273.49986325006836,59.54497022751488,4.788241461672592,23.388031127053,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1094.0,238.18,65142.23,299209.0,14182.428100000001,509.52
11,265.0,218.66,24.090906900826646,19.878180011074544,5.392080896360199,16.278820596099706,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2915.0,2405.2599999999998,57944.9,70225.0,47812.1956,949.34
10,223.0,886.32,22.299997770000225,88.63199113680089,6.788205683878033,14.933184523068078,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2230.0,8863.2,197649.36000000002,49729.0,785563.1424000001,1305.54
12,959.0,1947.82,79.91666000694501,162.3183198068067,7.574979340188697,30.967725134404045,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,11508.0,23373.84,1867959.38,919681.0,3794002.7523999996,1833.24
11,498.0,1578.39,45.27272315702517,143.48998695545575,7.364793975525139,22.315913604421397,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,5478.0,17362.29,786038.2200000001,248004.0,2491314.9921000004,1793.52
14,127.0,988.4,9.071427923469434,70.59999495714322,6.8970986987936085,11.269427669584644,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1778.0,13837.6,125526.8,16129.0,976934.5599999999,1688.9
3,621.0,214.08,206.999931000023,71.35997621334127,5.371010051941477,24.919871588754223,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1863.0,642.24,132943.68000000002,385641.0,45830.2464,779.66
6,1193.0,2241.5,198.83330019444998,373.58327106945484,7.715346593932951,34.539832078341085,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7158.0,13449.0,2674109.5,1423249.0,5024322.25,1839.47
4,448.0,2055.97,111.99997200000699,513.9923715019071,7.628989305200469,21.166010488516726,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1792.0,8223.88,921074.5599999999,200704.0,4227012.640899999,1497.46
8,466.0,2064.63,58.24999271875092,258.0787177401603,7.633190543612008,21.587033144922902,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3728.0,16517.04,962117.5800000001,217156.0,4262697.036900001,1558.12
12,229.0,1216.16,19.08333174305569,101.34665822111182,7.104275555175905,15.132745950421556,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,2748.0,14593.920000000002,278500.64,52441.0,1479045.1456000002,1696.65
13,658.0,559.48,50.61538072189379,43.03691976639079,6.328793559449177,25.65151067676132,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8554.0,7273.24,368137.84,432964.0,313017.8704,1573.12
13,1034.0,2477.98,79.53845542011882,190.61383149124376,7.815602464233384,32.155870381627054,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,13442.0,32213.74,2562231.32,1069156.0,6140384.8804,1842.24
4,842.0,2464.29,210.49994737501314,616.0723459819135,7.8100647266157415,29.017236257093817,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3368.0,9857.16,2074932.18,708964.0,6072725.2041,1611.66
13,837.0,1218.93,64.38461043195305,93.76383894124316,7.1065487590319965,28.930952282978865,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,10881.0,15846.09,1020244.41,700569.0,1485790.3449000001,1921.68
11,927.0,1306.37,84.27271961157095,118.76089829446379,7.175772764609714,30.44667469527666,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,10197.0,14370.07,1211004.99,859329.0,1706602.5768999998,1804.68
4,1047.0,1657.68,261.74993456251633,414.4198963950259,7.413777384303805,32.357379374726875,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4188.0,6630.72,1735590.96,1096209.0,2747902.9824,1605.84
4,262.0,1681.28,65.49998362500409,420.31989492002623,7.427905295168445,16.186414056238647,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1048.0,6725.12,440495.36,68644.0,2826702.4384,1435.34
7,1126.0,1103.75,160.8571198775543,157.67854890306444,7.00737434401085,33.555923471125034,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7882.0,7726.25,1242822.5,1267876.0,1218264.0625,2014.72
5,781.0,672.91,156.19996876000624,134.58197308360536,6.513096570838958,27.94637722496424,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3905.0,3364.5499999999997,525542.71,609961.0,452807.86809999996,1125.36
5,831.0,591.65,166.19996676000665,118.32997633400473,6.384604005525509,28.827070610799147,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4155.0,2958.25,491661.14999999997,690561.0,350049.7225,1090.31
7,1089.0,1026.25,155.57140634694196,146.6071219132683,6.934640607763519,33.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7623.0,7183.75,1117586.25,1185921.0,1053189.0625,2132.85
1,793.0,2171.07,792.999207000793,2171.0678289321713,7.683435908895461,28.160255680657446,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,793.0,2171.07,1721658.5100000002,628849.0,4713544.9449000005,1421.36
9,368.0,495.12,40.88888434567952,55.013327220741424,6.206817832947129,19.183326093250876,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3312.0,4456.08,182204.16,135424.0,245143.8144,847.33
6,818.0,1130.38,136.33331061111488,188.39663526722748,7.03119340553874,28.600699292150182,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4908.0,6782.280000000001,924650.8400000001,669124.0,1277758.9444000002,1704.06
11,667.0,1915.95,60.63635812396745,174.17725689297666,7.5584906602850435,25.826343140289914,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,7337.0,21075.45,1277938.6500000001,444889.0,3670864.4025000003,1732.2
2,267.0,2116.93,133.49993325003337,1058.4644707677644,7.6581944755679725,16.34013463836819,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,534.0,4233.86,565220.3099999999,71289.0,4481392.624899999,1349.04
10,1083.0,2105.36,108.2999891700011,210.53597894640214,7.652716618256255,32.90896534380867,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,10830.0,21053.600000000002,2280104.8800000004,1172889.0,4432540.7296,1844.58
13,529.0,1767.79,40.692304562130424,135.9838356935511,7.478050975976825,23.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,6877.0,22981.27,935160.91,279841.0,3125081.4841,2015.18
9,1155.0,1346.4,128.33331907407566,149.59998337777964,7.205932088526559,33.98529093593286,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,10395.0,12117.6,1555092.0,1334025.0,1812792.9600000002,2248.12
7,1185.0,1768.01,169.28569010204427,252.57282106102556,7.478175347055057,34.42382895611701,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8295.0,12376.07,2095091.85,1404225.0,3125859.3601,2072.18
5,763.0,1420.94,152.5999694800061,284.1879431624114,7.259777415380164,27.622454633866266,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3815.0,7104.700000000001,1084177.22,582169.0,2019070.4836000002,1777.14
7,368.0,1231.69,52.571421061225564,175.95568914918726,7.116954052250699,19.183326093250876,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2576.0,8621.83,453261.92000000004,135424.0,1517060.2561,1550.04
6,659.0,322.1,109.83331502778083,53.6833243861126,5.777961872830453,25.67099530598687,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3954.0,1932.6000000000001,212263.90000000002,434281.0,103748.41000000002,972.58
14,1138.0,518.18,81.28570847959226,37.01285449908182,6.252250643846702,33.734255586866,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,15932.0,7254.5199999999995,589688.84,1295044.0,268510.51239999995,1696.86
6,172.0,1977.78,28.666661888889685,329.6299450616758,7.590235772166839,13.114877048604,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1032.0,11866.68,340178.16,29584.0,3911613.7284,1603.89
6,628.0,311.47,104.66664922222513,51.91165801472367,5.744508464568161,25.059928172283335,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3768.0,1868.8200000000002,195603.16,394384.0,97013.56090000001,903.3
2,500.0,1246.48,249.99987500006247,623.2396883801558,7.12888079543303,22.360679774997898,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1000.0,2492.96,623240.0,250000.0,1553712.3904000001,1264.53
8,7.0,2075.6,0.8749998906250137,259.44996756875406,7.638487219869353,2.6457513110645907,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,56.0,16604.8,14529.199999999999,49.0,4308115.359999999,1422.12
5,942.0,2092.87,188.39996232000752,418.5739162852167,7.6467693073638605,30.692018506445613,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4710.0,10464.349999999999,1971483.5399999998,887364.0,4380104.8368999995,1696.72
12,81.0,2485.34,6.749999437500048,207.11164940736256,7.818567028608033,9.0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,972.0,29824.08,201312.54,6561.0,6176914.915600001,1589.65
4,166.0,791.52,41.49998962500259,197.87995053001237,6.675217742026058,12.884098726725126,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,664.0,3166.08,131392.32,27556.0,626503.9103999999,866.18
3,213.0,1724.85,70.99997633334122,574.9498083500638,7.4534749617254485,14.594519519326424,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,639.0,5174.549999999999,367393.05,45369.0,2975107.5224999995,1344.71
11,1004.0,167.15,91.27271897520737,15.195453164049713,5.124856438186279,31.68595903550972,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,11044.0,1838.65,167818.6,1008016.0,27939.1225,1175.65
5,116.0,478.1,23.199995360000926,95.61998087600382,6.171909343889077,10.770329614269007,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,580.0,2390.5,55459.600000000006,13456.0,228579.61000000002,624.04
13,112.0,2299.56,8.615383952662773,176.8892171623679,7.740907850542089,10.583005244258363,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1456.0,29894.28,257550.72,12544.0,5287976.1936,1807.67
1,43.0,2149.22,42.999957000043004,2149.217850782149,7.673325441468198,6.557438524302,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,43.0,2149.22,92416.45999999999,1849.0,4619146.608399999,1134.47
2,660.0,1944.4,329.9998350000825,972.199513900243,7.57322289043534,25.69046515733026,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1320.0,3888.8,1283304.0,435600.0,3780691.3600000003,1531.2
10,888.0,298.68,88.7999911200009,29.867997013200302,5.702715238695778,29.79932885150268,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8880.0,2986.8,265227.84,788544.0,89209.7424,1171.54
10,860.0,2380.76,85.99999140000087,238.0759761924024,7.775594989171546,29.32575659723036,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,8600.0,23807.600000000002,2047453.6,739600.0,5668018.177600001,1759.97
10,1187.0,1981.09,118.6999881300012,198.108980189102,7.591907122537093,34.45286635390443,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,11870.0,19810.899999999998,2351553.83,1408969.0,3924717.5881,2013.21
12,1139.0,124.65,94.91665875694511,10.387499134375073,4.833500263989602,33.74907406137241,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,13668.0,1495.8000000000002,141976.35,1297321.0,15537.622500000001,1314.3
5,966.0,359.51,193.19996136000773,71.90198561960287,5.887519695591318,31.080540535840107,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4830.0,1797.55,347286.66,933156.0,129247.44009999999,927.98
10,796.0,1352.08,79.5999920400008,135.20798647920137,7.2101387542868105,28.21347195933177,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,7960.0,13520.8,1076255.68,633616.0,1828120.3264,2000.19
9,72.0,1281.32,7.999999111111211,142.36887307012523,7.156426216317626,8.48528137423857,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,648.0,11531.88,92255.04,5184.0,1641780.9423999998,1515.54
10,215.0,2440.91,21.499997850000216,244.09097559090245,7.800535798954631,14.66287829861518,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,2150.0,24409.1,524795.65,46225.0,5958041.628099999,1638.66
7,671.0,1297.02,95.85712916326726,185.28854495877928,7.168595305465821,25.903667693977237,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4697.0,9079.14,870300.42,450241.0,1682260.8804,1703.2
5,230.0,333.69,45.99999080000184,66.73798665240267,5.813204730268699,15.165750888103101,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1150.0,1668.45,76748.7,52900.0,111349.0161,538.36
5,467.0,1243.31,93.39998132000373,248.66195026760994,7.126336438396403,21.61018278497431,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2335.0,6216.549999999999,580625.77,218089.0,1545819.7560999999,1549.82
13,247.0,2339.61,18.999998538461654,179.96998615615493,7.758166858140323,15.716233645501712,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3211.0,30414.93,577883.67,61009.0,5473774.9521,1705.9
14,777.0,1248.61,55.499996035714574,89.18642220096984,7.1305867816142205,27.874719729532707,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,10878.0,17480.539999999997,970169.97,603729.0,1559026.9320999999,1837.25
11,740.0,1171.99,67.27272115702536,106.54453576867857,7.067311323467946,27.202941017470888,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,8140.0,12891.89,867272.6,547600.0,1373560.5601000001,902.09
6,884.0,1798.31,147.33330877778187,299.7182833802861,7.495158537059919,29.732137494637012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5304.0,10789.86,1589706.04,781456.0,3233918.8561,1897.87
5,789.0,1853.31,157.7999684400063,370.6619258676148,7.525267938189421,28.089143810376278,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3945.0,9266.55,1462261.5899999999,622521.0,3434757.9560999996,1792.88
4,825.0,874.99,206.24994843751287,218.74744531313866,6.77535467534612,28.722813232690143,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3300.0,3499.96,721866.75,680625.0,765607.5001000001,784.52
2,301.0,769.23,150.49992475003762,384.6148076925961,6.64668917154408,17.349351572897472,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,602.0,1538.46,231538.23,90601.0,591714.7929,731.28
12,1007.0,1353.77,83.9166596736117,112.8141572654869,7.211386977208632,31.73326330524486,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,12084.0,16245.24,1363246.39,1014049.0,1832693.2129,1925.32
5,865.0,644.79,172.99996540000691,128.95797420840515,6.47047437353411,29.410882339705484,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4325.0,3223.95,557743.35,748225.0,415754.1441,1202.46
14,81.0,1251.97,5.785713872449009,89.426422183827,7.133272012071532,9.0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1134.0,17527.58,101409.57,6561.0,1567428.8809,1682.62
8,1159.0,2175.27,144.87498189062728,271.90871601141055,7.68536768116079,34.044089061098404,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,9272.0,17402.16,2521137.93,1343281.0,4731799.5729,1752.18
11,496.0,373.98,45.09090499173591,33.9981787274383,5.926872691214805,22.271057451320086,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5456.0,4113.780000000001,185494.08000000002,246016.0,139861.04040000003,1152.99
1,752.0,1632.35,751.999248000752,1632.3483676516323,7.398388399460179,27.422618401604176,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,752.0,1632.35,1227527.2,565504.0,2664566.5224999995,1362.39
